epsilon2	better_prob	prob_branch	mean_resolved	mean_closed_nn	mean_closed_nnHybrid	mean_closed_1Tree	mean_closed_subgradient	mean_total_time	mean_time_bb	mean_time_to_best	mean_bbnodes_before_best	mean_fixed_edges	mean_total_tree_level	mean_generate_bbnodes	mean_explored_bbnodes	mean_best_level	mean_prob_best	mean_best_value	mean_mandatory_edges	mean_forbidden_edges
0.5	0.5	0.7	100.0	0.0	89.0	0.0	11.0	0.15348443508148193	0.14178684000000003	0.06485722999999999	13.12	1974.06	3.0	34.58	25.65	0.71	0.99012706	5.679856910000002	1.21	100.1
0.5	0.5	0.8	100.0	0.0	89.0	0.0	11.0	0.14869916439056396	0.13716055000000002	0.06298378000000002	13.12	1974.06	3.0	34.58	25.65	0.71	0.99012706	5.679856910000002	1.21	100.1
0.5	0.5	0.9	100.0	0.0	89.0	0.0	11.0	0.15133548736572267	0.13988085	0.06279372	13.11	1973.75	3.0	34.54	25.61	0.71	0.99012706	5.679856910000002	1.21	100.1
0.6	0.1	0.5	100.0	0.0	89.0	0.0	11.0	0.15799906253814697	0.14560418000000008	0.06566552999999999	13.16	1983.42	3.0	34.84	25.79	0.71	0.99012706	5.679856910000002	1.21	100.1
0.6	0.1	0.6	100.0	0.0	89.0	0.0	11.0	0.1544355869293213	0.14239697999999998	0.06432413	13.16	1983.42	3.0	34.84	25.79	0.71	0.99012706	5.679856910000002	1.21	100.1
0.6	0.1	0.7	100.0	0.0	89.0	0.0	11.0	0.1569415783882141	0.14417514999999997	0.06597756	13.16	1983.42	3.0	34.84	25.79	0.71	0.99012706	5.679856910000002	1.21	100.1
0.6	0.1	0.8	100.0	0.0	89.0	0.0	11.0	0.15281076192855836	0.14075601000000001	0.06427692000000002	13.16	1983.42	3.0	34.84	25.79	0.71	0.99012706	5.679856910000002	1.21	100.1
0.6	0.1	0.9	100.0	0.0	89.0	0.0	11.0	0.15147607803344726	0.13984852999999997	0.06588562000000002	13.15	1983.11	3.0	34.8	25.75	0.71	0.99012706	5.679856910000002	1.21	100.1
0.6	0.2	0.5	100.0	0.0	89.0	0.0	11.0	0.14657086849212647	0.13486043999999997	0.06182981	13.16	1974.06	3.0	34.58	25.65	0.71	0.99012706	5.679856910000002	1.21	100.1
0.6	0.2	0.6	100.0	0.0	89.0	0.0	11.0	0.15043439388275145	0.13832655999999993	0.06419645000000002	13.16	1974.06	3.0	34.58	25.65	0.71	0.99012706	5.679856910000002	1.21	100.1
0.6	0.2	0.7	100.0	0.0	89.0	0.0	11.0	0.15399690151214598	0.14183935000000003	0.06606565	13.16	1974.06	3.0	34.58	25.65	0.71	0.99012706	5.679856910000002	1.21	100.1
0.6	0.2	0.8	100.0	0.0	89.0	0.0	11.0	0.15864720582962036	0.14621593000000005	0.06693381999999999	13.16	1974.06	3.0	34.58	25.65	0.71	0.99012706	5.679856910000002	1.21	100.1
0.6	0.2	0.9	100.0	0.0	89.0	0.0	11.0	0.15715792655944824	0.14474274	0.06527738000000001	13.15	1973.75	3.0	34.54	25.61	0.71	0.99012706	5.679856910000002	1.21	100.1
0.6	0.3	0.5	100.0	0.0	89.0	0.0	11.0	0.14555790662765503	0.13357524999999995	0.06173877999999999	13.12	1974.06	3.0	34.58	25.65	0.71	0.99012706	5.679856910000002	1.21	100.1
0.6	0.3	0.6	100.0	0.0	89.0	0.0	11.0	0.15400852918624877	0.14187991999999996	0.06542479999999999	13.12	1974.06	3.0	34.58	25.65	0.71	0.99012706	5.679856910000002	1.21	100.1
0.6	0.3	0.7	100.0	0.0	89.0	0.0	11.0	0.15410046339035033	0.14162432	0.06426917	13.12	1974.06	3.0	34.58	25.65	0.71	0.99012706	5.679856910000002	1.21	100.1
0.6	0.3	0.8	100.0	0.0	89.0	0.0	11.0	0.1460985565185547	0.13441614000000005	0.062458159999999985	13.12	1974.06	3.0	34.58	25.65	0.71	0.99012706	5.679856910000002	1.21	100.1
0.6	0.3	0.9	100.0	0.0	89.0	0.0	11.0	0.14916899681091308	0.13718568	0.06451134	13.11	1973.75	3.0	34.54	25.61	0.71	0.99012706	5.679856910000002	1.21	100.1
0.6	0.4	0.5	100.0	0.0	89.0	0.0	11.0	0.15082900762557983	0.13867317000000004	0.0629771	13.12	1974.06	3.0	34.58	25.65	0.71	0.99012706	5.679856910000002	1.21	100.1
0.6	0.4	0.6	100.0	0.0	89.0	0.0	11.0	0.14564459562301635	0.13403554	0.06023346	13.12	1974.06	3.0	34.58	25.65	0.71	0.99012706	5.679856910000002	1.21	100.1
0.6	0.4	0.7	100.0	0.0	89.0	0.0	11.0	0.1575377130508423	0.14522405000000002	0.06600381000000001	13.12	1974.06	3.0	34.58	25.65	0.71	0.99012706	5.679856910000002	1.21	100.1
0.6	0.4	0.8	100.0	0.0	89.0	0.0	11.0	0.15312703371047973	0.14158214999999993	0.06493601	13.12	1974.06	3.0	34.58	25.65	0.71	0.99012706	5.679856910000002	1.21	100.1
0.6	0.4	0.9	100.0	0.0	89.0	0.0	11.0	0.14117452144622802	0.12989307000000003	0.05976548	13.11	1973.75	3.0	34.54	25.61	0.71	0.99012706	5.679856910000002	1.21	100.1
0.6	0.5	0.5	100.0	0.0	89.0	0.0	11.0	0.15010611534118654	0.13839167000000002	0.06436037	13.12	1974.06	3.0	34.58	25.65	0.71	0.99012706	5.679856910000002	1.21	100.1
0.6	0.5	0.6	100.0	0.0	89.0	0.0	11.0	0.16059518337249756	0.14786422	0.07154913	13.12	1974.06	3.0	34.58	25.65	0.71	0.99012706	5.679856910000002	1.21	100.1
0.6	0.5	0.7	100.0	0.0	89.0	0.0	11.0	0.13471595525741578	0.12359716000000001	0.05702607	13.12	1974.06	3.0	34.58	25.65	0.71	0.99012706	5.679856910000002	1.21	100.1
0.6	0.5	0.8	100.0	0.0	89.0	0.0	11.0	0.13374139070510865	0.12268101999999999	0.056380370000000006	13.12	1974.06	3.0	34.58	25.65	0.71	0.99012706	5.679856910000002	1.21	100.1
0.6	0.5	0.9	100.0	0.0	89.0	0.0	11.0	0.13403059482574464	0.12299714	0.05566499	13.11	1973.75	3.0	34.54	25.61	0.71	0.99012706	5.679856910000002	1.21	100.1
