
Reading from file '/home/sciandra/Thesis/BranchAndBound1Tree/data/AdjacencyMatrix/tsp_100_nodes/tsp_test_49.csv'

Writing to file '/home/sciandra/Thesis/BranchAndBound1Tree/results/AdjacencyMatrix/tsp_100_nodes_classic/tsp_result_49.txt'

Optimal tour found with candidate node = 40, elapsed time = 453.214022s and interrupted = FALSE

B-&-B tree with generated BBNodes = 93010,  explored BBNodes = 29586 and max tree level = 15

SUBPROBLEM with cost = 7.426247, type = CLOSED_NEW_BEST, level of the BB tree = 7, prob = 0.000000, BBNode number = 84097 and time to obtain = 450.322723s
MST or 1-Tree with cost: 7.483695 and validity = TRUE
Edge2078: 23 <--> 77 weight = 0.124164 prob = 0.000000
Edge1654: 18 <--> 43 weight = 0.189704 prob = 0.000000
Edge1692: 18 <--> 81 weight = 0.077350 prob = 0.000000
Edge915: 9 <--> 69 weight = 0.093850 prob = 0.000000
Edge4212: 61 <--> 64 weight = 0.118486 prob = 0.000000
Edge3235: 40 <--> 95 weight = 0.098199 prob = 0.000000
Edge3208: 40 <--> 68 weight = 0.079076 prob = 0.000000

Cycle with 100 edges:  40 <-> 95   53 <-> 95   32 <-> 53   19 <-> 32   19 <-> 49   25 <-> 49   25 <-> 89   71 <-> 89   63 <-> 71   21 <-> 63   21 <-> 33   27 <-> 33   27 <-> 54   2 <-> 54   2 <-> 28   28 <-> 51   5 <-> 51   5 <-> 62   35 <-> 62   35 <-> 78   78 <-> 98   91 <-> 98   70 <-> 91   37 <-> 70   6 <-> 37   6 <-> 10   10 <-> 80   24 <-> 80   24 <-> 58   50 <-> 58   14 <-> 50   14 <-> 52   41 <-> 52   41 <-> 42   42 <-> 84   38 <-> 84   38 <-> 73   56 <-> 73   8 <-> 56   8 <-> 17   17 <-> 67   67 <-> 96   60 <-> 96   60 <-> 76   65 <-> 76   65 <-> 87   59 <-> 87   59 <-> 86   86 <-> 99   36 <-> 99   36 <-> 39   34 <-> 39   34 <-> 90   31 <-> 90   1 <-> 31   1 <-> 45   0 <-> 45   0 <-> 92   85 <-> 92   26 <-> 85   26 <-> 79   79 <-> 97   72 <-> 97   46 <-> 72   30 <-> 46   30 <-> 74   16 <-> 74   16 <-> 29   29 <-> 55   55 <-> 66   64 <-> 66   61 <-> 64   4 <-> 61   4 <-> 11   11 <-> 69   9 <-> 69   9 <-> 93   81 <-> 93   18 <-> 81   18 <-> 43   15 <-> 43   12 <-> 15   12 <-> 82   82 <-> 94   83 <-> 94   75 <-> 83   48 <-> 75   22 <-> 48   22 <-> 44   44 <-> 77   23 <-> 77   23 <-> 47   13 <-> 47   13 <-> 20   7 <-> 20   3 <-> 7   3 <-> 57   57 <-> 88   68 <-> 88   40 <-> 68
69 Mandatory edges:  40 <-> 95   53 <-> 95   32 <-> 53   19 <-> 32   19 <-> 49   25 <-> 49   25 <-> 89   71 <-> 89   63 <-> 71   21 <-> 63   21 <-> 33   27 <-> 33   27 <-> 54   2 <-> 54   2 <-> 28   28 <-> 51   5 <-> 51   5 <-> 62   35 <-> 62   35 <-> 78   78 <-> 98   91 <-> 98   70 <-> 91   37 <-> 70   6 <-> 37   6 <-> 10   10 <-> 80   24 <-> 80   24 <-> 58   50 <-> 58   14 <-> 50   14 <-> 52   41 <-> 52   41 <-> 42   42 <-> 84   38 <-> 84   38 <-> 73   56 <-> 73   8 <-> 56   8 <-> 17   17 <-> 67   67 <-> 96   60 <-> 96   60 <-> 76   65 <-> 76   65 <-> 87   59 <-> 87   59 <-> 86   86 <-> 99   36 <-> 99   36 <-> 39   34 <-> 39   34 <-> 90   31 <-> 90   1 <-> 31   1 <-> 45   0 <-> 45   0 <-> 92   85 <-> 92   26 <-> 85   26 <-> 79   79 <-> 97   72 <-> 97   46 <-> 72   30 <-> 46   30 <-> 74   16 <-> 74   16 <-> 29   29 <-> 55
7 Forbidden edges:  76 <-> 96   62 <-> 76   9 <-> 65   16 <-> 61   16 <-> 55   29 <-> 61   55 <-> 61
Time taken: 454.43808460235596s
