
Reading from file '/home/lorenzosciandra/Documenti/Code/GithubProjects/HybridTSPSolver/src/HybridSolver/data/AdjacencyMatrix/tsp_100_nodes/tsp_test_60.csv'

Writing to file '/home/lorenzosciandra/Documenti/Code/GithubProjects/HybridTSPSolver/src/HybridSolver/results/AdjacencyMatrix/tsp_100_nodes_hybrid/tsp_result_60.txt'
CAsiCAsiCAsi
Optimal tour found with candidate node = 25, elapsed time = 0.463422s and interrupted = FALSE

B-&-B tree with generated BBNodes = 3,  explored BBNodes = 3 and max tree level = 1

Number of fixed edges = 4795

SUBPROBLEM with cost = 7.641431, type = CLOSED_NEAREST_NEIGHBOR_HYBRID, level of the BB tree = 0, prob = 0.996606, BBNode number = 0 and time to obtain = 0.000000s
MST or 1-Tree with cost: 7.641431 and validity = TRUE
Edge4813: 82 <--> 98 weight = 0.074589 prob = 1.000000
Edge4743: 79 <--> 82 weight = 0.059759 prob = 1.000000
Edge3552: 46 <--> 79 weight = 0.090814 prob = 1.000000
Edge2341: 27 <--> 46 weight = 0.073796 prob = 1.000000
Edge27: 0 <--> 27 weight = 0.075118 prob = 1.000000
Edge21: 0 <--> 21 weight = 0.111644 prob = 0.995243
Edge1943: 21 <--> 95 weight = 0.047000 prob = 1.000000
Edge4646: 74 <--> 95 weight = 0.129196 prob = 0.945375
Edge4600: 73 <--> 74 weight = 0.029210 prob = 1.000000
Edge4428: 67 <--> 73 weight = 0.141542 prob = 0.913148
Edge3972: 55 <--> 67 weight = 0.096006 prob = 0.999419
Edge3985: 55 <--> 80 weight = 0.010551 prob = 1.000000
Edge3040: 37 <--> 80 weight = 0.041343 prob = 0.999841
Edge3044: 37 <--> 84 weight = 0.053362 prob = 0.999541
Edge375: 3 <--> 84 weight = 0.069349 prob = 0.994344

Cycle with 100 edges:  3 <-> 88   88 <-> 52   52 <-> 29   29 <-> 19   19 <-> 4   4 <-> 91   91 <-> 56   56 <-> 69   69 <-> 15   15 <-> 16   16 <-> 9   9 <-> 62   62 <-> 54   54 <-> 39   39 <-> 81   81 <-> 64   64 <-> 7   7 <-> 40   40 <-> 36   36 <-> 31   31 <-> 49   49 <-> 42   42 <-> 41   41 <-> 13   13 <-> 32   32 <-> 70   70 <-> 51   51 <-> 85   85 <-> 57   57 <-> 78   78 <-> 24   24 <-> 35   35 <-> 26   26 <-> 30   30 <-> 72   72 <-> 93   93 <-> 12   12 <-> 38   38 <-> 97   97 <-> 50   50 <-> 23   23 <-> 18   18 <-> 2   2 <-> 63   63 <-> 77   77 <-> 43   43 <-> 76   76 <-> 25   25 <-> 28   28 <-> 44   44 <-> 83   83 <-> 1   1 <-> 99   99 <-> 87   87 <-> 20   20 <-> 6   6 <-> 11   11 <-> 22   22 <-> 68   68 <-> 48   48 <-> 90   90 <-> 60   60 <-> 5   5 <-> 94   94 <-> 14   14 <-> 96   96 <-> 89   89 <-> 65   65 <-> 59   59 <-> 47   47 <-> 17   17 <-> 86   86 <-> 71   71 <-> 58   58 <-> 34   34 <-> 75   75 <-> 53   53 <-> 10   10 <-> 66   66 <-> 33   33 <-> 45   45 <-> 92   92 <-> 61   61 <-> 8   8 <-> 98   98 <-> 82   82 <-> 79   79 <-> 46   46 <-> 27   27 <-> 0   0 <-> 21   21 <-> 95   95 <-> 74   74 <-> 73   73 <-> 67   67 <-> 55   55 <-> 80   80 <-> 37   37 <-> 84   84 <-> 3 
0 Mandatory edges
0 Forbidden edges
Time taken: 5.970330476760864s
